ensembl_gene_id;Log2 RPKM mean_Female;Log2 RPKM mean_Male
ENSG00000257559;0;0
ENSG00000257273;0;0
ENSG00000236632;0;0
ENSG00000258353;0;0
ENSG00000258045;0;0
ENSG00000258054;0;0
ENSG00000257170;0;0
ENSG00000257911;0;0
ENSG00000235801;0;0
ENSG00000258155;0;0
ENSG00000257602;0;0
ENSG00000257182;0;0
ENSG00000257362;0;0
ENSG00000257498;0;0
ENSG00000232143;0;0
ENSG00000257984;0;0
ENSG00000257190;0;0
ENSG00000223766;0;0
ENSG00000231129;0;0
ENSG00000231737;0;0
ENSG00000226111;0;0
ENSG00000235658;0;0
ENSG00000223851;0;0
ENSG00000233164;0;0
ENSG00000233049;0;0
ENSG00000229998;0;0
ENSG00000228867;0;0
ENSG00000226494;0;0
ENSG00000228575;0;0
ENSG00000224508;0;0
ENSG00000232575;0;0
ENSG00000236271;0;0
ENSG00000230128;0;0
ENSG00000228762;0;0
ENSG00000229170;0;0
ENSG00000231854;0;0
ENSG00000231444;0;0
ENSG00000234078;0;0
ENSG00000233149;0;0
ENSG00000223494;0;0
ENSG00000230072;0;0
ENSG00000223590;0;0
ENSG00000231474;0;0
ENSG00000237894;0;0
ENSG00000231624;0;0
ENSG00000231094;0;0
ENSG00000237114;0;0
ENSG00000257134;0;0
ENSG00000257709;0;0
ENSG00000258298;0;0
ENSG00000257201;0;0
ENSG00000234605;0;0
ENSG00000225714;0;0
ENSG00000223533;0;0
ENSG00000257260;0;0
ENSG00000224941;0;0
ENSG00000230336;0;0
ENSG00000257215;0;0
ENSG00000226422;0;0
ENSG00000238148;0;0
ENSG00000229823;0;0
ENSG00000257412;0;0
ENSG00000237022;0;0
ENSG00000229265;0;0
ENSG00000237448;0;0
ENSG00000234980;0;0
ENSG00000228954;0;0
ENSG00000257967;0;0
ENSG00000224608;0;0
ENSG00000233604;0;0
ENSG00000224131;0;0
ENSG00000226732;0;0
ENSG00000228179;0;0
ENSG00000235233;0;0
ENSG00000258113;0;0
ENSG00000231836;0;0
ENSG00000231372;0;0
ENSG00000229216;0;0
ENSG00000258000;0;0
ENSG00000236273;0;0
ENSG00000238238;0;0
ENSG00000225859;0;0
ENSG00000231647;0;0
ENSG00000226850;0;0
ENSG00000227565;0;0
ENSG00000258087;0;0
ENSG00000231408;0;0
ENSG00000228321;0;0
ENSG00000223448;0;0
ENSG00000231048;0;0
ENSG00000257874;0;0
ENSG00000236979;0;0
ENSG00000226618;0;0
ENSG00000228760;0;0
ENSG00000231974;0;0
ENSG00000257516;0;0
ENSG00000228177;0;0
ENSG00000233169;0;0
ENSG00000223932;0;0
ENSG00000257421;0;0
ENSG00000232960;0;0
ENSG00000258543;0;0
ENSG00000240433;0;0
ENSG00000228883;0;0
ENSG00000224552;0;0
ENSG00000257782;0;0
ENSG00000239741;0;0
ENSG00000258635;0;0
ENSG00000236210;0;0
ENSG00000225993;0;0
ENSG00000228090;0;0
ENSG00000235452;0;0
ENSG00000233076;0;0
ENSG00000226651;0;0
ENSG00000230961;0;0
ENSG00000257736;0;0
ENSG00000258126;0;0
ENSG00000223957;0;0
ENSG00000203463;0;0
ENSG00000204364;0;0
ENSG00000223747;0;0
ENSG00000204359;0;0
ENSG00000236221;0;0
ENSG00000257975;0;0
ENSG00000229488;0;0
ENSG00000168452;0;0
ENSG00000243897;0;0
ENSG00000227642;0;0
ENSG00000228907;0;0
ENSG00000229058;0;0
ENSG00000232005;0;0
ENSG00000236697;0;0
ENSG00000232339;0;0
ENSG00000257697;0;0
ENSG00000257297;0;0
ENSG00000206245;0;0
ENSG00000257118;0;0
ENSG00000257978;0;0
ENSG00000233160;0;0
ENSG00000229903;0;0
ENSG00000225412;0;0
ENSG00000226260;0;0
ENSG00000234164;0;0
ENSG00000223359;0;0
ENSG00000224230;0;0
ENSG00000227826;0;0
ENSG00000233853;0;0
ENSG00000238248;0;0
ENSG00000237120;0;0
ENSG00000229099;0;0
ENSG00000223844;0;0
ENSG00000257676;0;0
ENSG00000229074;0;0
ENSG00000257314;0;0
ENSG00000225890;0;0
ENSG00000258329;0;0
ENSG00000257361;0;0
ENSG00000258145;0;0
ENSG00000258062;0;0
ENSG00000257123;0;0
ENSG00000225824;0;0
ENSG00000238226;0;0
ENSG00000242138;0;0
ENSG00000237145;0;0
ENSG00000226139;0;0
ENSG00000258296;0;0
ENSG00000228684;0;0
ENSG00000231823;0;0
ENSG00000229493;0;0
ENSG00000206235;0;0
ENSG00000236443;0;0
ENSG00000231591;0;0
ENSG00000239836;0;0
ENSG00000226173;0;0
ENSG00000236488;0;0
ENSG00000225459;0;0
ENSG00000239329;0;0
ENSG00000243189;0;0
ENSG00000234704;0;0
ENSG00000236657;0;0
ENSG00000231558;0;0
ENSG00000228163;0;0
ENSG00000229295;0;0
ENSG00000257544;0;0
ENSG00000233972;0;0
ENSG00000235528;0;0
ENSG00000226591;0;0
ENSG00000233584;0;0
ENSG00000234372;0;0
ENSG00000233043;0;0
ENSG00000223699;0;0
ENSG00000231321;0;0
ENSG00000227402;0;0
ENSG00000228357;0;0
ENSG00000235107;0;0
ENSG00000236910;0;0
ENSG00000257981;0;0
ENSG00000230012;0;0
ENSG00000231037;0;0
ENSG00000223618;0;0
ENSG00000257707;0;0
ENSG00000258264;0;0
ENSG00000230511;0;0
ENSG00000235460;0;0
ENSG00000225604;0;0
ENSG00000224158;0;0
ENSG00000235405;0;0
ENSG00000239675;0;0
ENSG00000235178;0;0
ENSG00000225048;0;0
ENSG00000229328;0;0
ENSG00000237608;0;0
ENSG00000257722;0;0
ENSG00000229179;0;0
ENSG00000225736;0;0
ENSG00000226192;0;0
ENSG00000229866;0;0
ENSG00000227448;0;0
ENSG00000236771;0;0
ENSG00000232945;0;0
ENSG00000228483;0;0
ENSG00000229441;0;0
ENSG00000235273;0;0
ENSG00000224990;0;0
ENSG00000233168;0;0
ENSG00000234351;0;0
ENSG00000232469;0;0
ENSG00000258069;0;0
ENSG00000237777;0;0
ENSG00000228197;0;0
ENSG00000242022;0;0
ENSG00000227446;0;0
ENSG00000230742;0;0
ENSG00000249103;0;0
ENSG00000229412;0;0
ENSG00000234347;0;0
ENSG00000232984;0;0
ENSG00000233989;0;0
ENSG00000229889;0;0
ENSG00000228515;0;0
ENSG00000223769;0;0
ENSG00000232356;0;0
ENSG00000224446;0;0
ENSG00000225274;0;0
ENSG00000237725;0;0
ENSG00000237112;0;0
ENSG00000231968;0;0
ENSG00000225955;0;0
ENSG00000232189;0;0
ENSG00000227961;0;0
ENSG00000229680;0;0
ENSG00000229210;0;0
ENSG00000234623;0;0
ENSG00000223852;0;0
ENSG00000238053;0;0
ENSG00000235220;0;0
ENSG00000233617;0;0
ENSG00000230017;0;0
ENSG00000240845;0;0
ENSG00000248230;0;0
ENSG00000235458;0;0
ENSG00000228102;0;0
ENSG00000223606;0;0
ENSG00000235317;0;0
ENSG00000261814;0;0
ENSG00000227030;0;0
ENSG00000225763;0;0
ENSG00000235346;0;0
